Formula,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,mean_atomic_radius,wtd_mean_atomic_radius,mean_Density,wtd_mean_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,mean_ThermalConductivity,wtd_mean_ThermalConductivity,mean_Valence,wtd_mean_Valence,critical_temp
Y1Ba2Cu2.844Fe0.156O7,5,72.32465,51.15325338,162.8,114.6704615,4963.4858,2939.429769,65.23,107.9368308,102.805316,92.54692769,2.4,2.088923077,57
Y1.01Ba2.01Cu2.697Fe0.303O,5,72.32465,81.21455491,162.8,172.2198006,4963.4858,5430.796439,65.23,76.00390313,102.805316,164.6885442,2.4,2.187037037,36
Y1Ba2Cu3O6.9,4,76.4445625,51.51889225,164.5,115.0542636,4235.85725,2975.337992,77.2375,108.9108527,108.756645,97.14600016,2.25,2.07751938,88
Y0.99Ba1.99Cu2.847Li0.153O6.4,5,62.54385,52.15437128,165,117.844588,3495.6858,2989.685024,74.01,106.9659208,104.005316,97.30412859,2,2.067609047,62
Y1.01Ba2.03Cu2.808Li0.192O6.6,5,62.54385,51.73533216,165,117.384019,3495.6858,2920.399636,74.01,106.9370965,104.005316,94.41498639,2,2.06471519,33
Y1Ba2Cu2.85Fe0.15O7,5,72.32465,51.15680769,162.8,114.6653846,4963.4858,2939.931,65.23,107.9842308,102.805316,92.69508154,2.4,2.088461538,50
Y1Ba2Cu2.85Fe0.15O7,5,72.32465,51.15680769,162.8,114.6653846,4963.4858,2939.931,65.23,107.9842308,102.805316,92.69508154,2.4,2.088461538,57
Y1Ba2Cu2.7Fe0.3O7,5,72.32465,51.06795,162.8,114.7923077,4963.4858,2927.400231,65.23,106.7992308,102.805316,88.99123538,2.4,2.1,4
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,91
Y1Ba2Cu2.955Fe0.045O7,5,72.32465,51.21900808,162.8,114.5765385,4963.4858,2948.702538,65.23,108.8137308,102.805316,95.28777385,2.4,2.080384615,74
Y1Ba2Cu2.955Fe0.045O7,5,72.32465,51.21900808,162.8,114.5765385,4963.4858,2948.702538,65.23,108.8137308,102.805316,95.28777385,2.4,2.080384615,59
Y1Ba2Cu2.895Fe0.105O7,5,72.32465,51.183465,162.8,114.6273077,4963.4858,2943.690231,65.23,108.3397308,102.805316,93.80623538,2.4,2.085,61
Y1Ba2Cu3F0.825O,5,64.95533064,74.87168468,140,157.9105431,3389.025,4904.131399,127.69,106.841853,87.010856,160.1341128,2,2.022364217,90.5
Y1Ba2Cu3F1.65O5.675,5,64.95533064,50.75735912,140,112.1726079,3389.025,2880.518422,127.69,133.1378987,87.010856,94.04852131,2,1.951219512,90.3
Y1Ba2Cu3F0.066O,5,64.95533064,80.87335757,140,170.3611661,3389.025,5430.73039,127.69,82.9248514,87.010856,177.3320702,2,2.132182281,93.4
Y1Ba2Cu3F0.066O,5,64.95533064,80.87335757,140,170.3611661,3389.025,5430.73039,127.69,82.9248514,87.010856,177.3320702,2,2.132182281,92.2
Y1Ba2Cu3F0.165O,5,64.95533064,80.01842101,140,168.5875785,3389.025,5355.716516,127.69,86.33182135,87.010856,174.8822262,2,2.11653873,91.6
Y1Ba2Cu3F0.016O,5,64.95533064,81.31431363,140,171.2759407,3389.025,5469.420772,127.69,81.16761688,87.010856,178.5956418,2,2.140250855,90.8
Y1Ba2Cu3F0.033O,5,64.95533064,81.1636851,140,170.963458,3389.025,5456.204318,127.69,81.76787999,87.010856,178.1640117,2,2.137494668,92.1
Y1Ba2Cu3F0.05O,5,64.95533064,81.013783,140,170.6524823,3389.025,5443.051603,127.69,82.36524823,87.010856,177.7344631,2,2.134751773,92.5
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,86
Gd1Ba2Cu3O,4,93.5306,91.2202,169.75,174.5714286,5093.10725,5971.775571,82.3375,83.51428571,107.256645,178.1466543,2.25,2.142857143,87
Er1Ba2Cu3O,4,96.03285,92.65005714,168,173.5714286,5384.35725,6138.204143,82.3375,83.51428571,108.256645,178.7180829,2.25,2.142857143,90
Dy1Ba2Cu3O,4,94.8431,91.9702,168.5,173.8571429,5255.60725,6064.632714,82.3375,83.51428571,107.256645,178.1466543,2.25,2.142857143,92
Ho1Ba2Cu3O,4,95.45068,92.31738857,168,173.5714286,5316.60725,6099.489857,82.3375,83.51428571,108.506645,178.86094,2.25,2.142857143,90
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,92
La1.85Sr0.15Cu1O4,4,76.5177175,56.80881707,151.75,104.3714286,4434.35725,2961.473714,79.6075,111.7792143,112.006645,61.34376,2.25,2.264285714,34
La1.85Sr0.15Cu0.995Ni0.005O4,5,72.952854,56.80535093,151.2,104.3742857,5329.0858,2961.436571,86.386,111.7746429,107.805316,61.12304571,2.2,2.264285714,30.5
La1.85Sr0.15Cu0.99Ni0.01O4,5,72.952854,56.80188479,151.2,104.3771429,5329.0858,2961.399429,86.386,111.7700714,107.805316,60.90233143,2.2,2.264285714,30.5
La1.85Sr0.15Cu0.98Ni0.02O4,5,72.952854,56.7949525,151.2,104.3828571,5329.0858,2961.325143,86.386,111.7609286,107.805316,60.46090286,2.2,2.264285714,23
La1.85Sr0.15Cu0.97Ni0.03O,5,72.952854,87.37948538,151.2,146.68,5329.0858,5181.11725,86.386,88.690625,107.805316,105.014145,2.2,2.4625,24
Tl2Ca2Ba1Cu3O,5,92.26674,92.543,159.2,159.5555556,5174.2858,6354.603222,60.484,62.97666667,132.805316,190.0029533,2.2,2.222222222,110
Tl2Ca2Ba2Cu3O,5,92.26674,97.0214,159.2,168.9,5174.2858,6070.1429,60.484,58.224,132.805316,172.802658,2.2,2.2,110
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,93.5
Y1Ba2Cu2.85Ti0.15O,5,70.72905,81.12077143,166.8,172.2357143,4290.0858,5386.497,63.61,78.22571429,91.405316,170.9037971,2.6,2.185714286,94
Y1Ba2Cu2.7Ti0.3O,5,70.72905,80.78479286,166.8,172.9,4290.0858,5291.075571,63.61,75.85142857,91.405316,162.8037971,2.6,2.228571429,92.5
Y1Ba2Cu2.55Ti0.45O,5,70.72905,80.44881429,166.8,173.5642857,4290.0858,5195.654143,63.61,73.47714286,91.405316,154.7037971,2.6,2.271428571,92.5
Y1Ba2Cu2.4Ti0.6O,5,70.72905,80.11283571,166.8,174.2285714,4290.0858,5100.232714,63.61,71.10285714,91.405316,146.6037971,2.6,2.314285714,93.5
Y1Ba2Cu2.25Ti0.75O,5,70.72905,79.77685714,166.8,174.8928571,4290.0858,5004.811286,63.61,68.72857143,91.405316,138.5037971,2.6,2.357142857,88
Y1Ba2Cu2.1Ti0.9O,5,70.72905,79.44087857,166.8,175.5571429,4290.0858,4909.389857,63.61,66.35428571,91.405316,130.4037971,2.6,2.4,83.5
Bi1Sr1Ca1Cu2O,5,83.24476,79.96163333,149.8,149,4584.2858,5313.5715,73.1,80.9,128.605316,173.8377633,2.6,2.5,110
Bi2Sr1.8Ca1.2Cu2O,5,83.24476,95.857725,149.8,156.375,4584.2858,5509.428625,73.1,73.01225,128.605316,139.8783225,2.6,2.75,75
Bi2Sr3Ca4Cu8O,5,83.24476,75.86112222,149.8,162.6111111,4584.2858,5851.746056,73.1,73.45388889,128.605316,228.9459211,2.6,2.333333333,104
Bi1Sr1Ca1Cu2O,5,83.24476,79.96163333,149.8,149,4584.2858,5313.5715,73.1,80.9,128.605316,173.8377633,2.6,2.5,106
La1.85Sr0.15Cu0.925Zn0.025O4,5,74.290174,56.76694525,149.8,104.0683453,4975.4858,2911.772086,63.986,111.2948921,113.605316,57.90018993,2.2,2.26618705,15
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,91.5
Y1Ba2Cu2.841Co0.159O6.8,5,72.942289,51.73908859,162,115.6650781,5168.6858,2997.826344,74.83,107.9689609,107.005316,94.17818313,2.6,2.10296875,54
Y1Ba2.01Cu2.806Cr0.194O7.3,5,71.55487,50.34756269,164.8,113.4488355,4826.6858,2860.56737,74.95,109.0615402,105.805316,89.7077411,3,2.133433509,62
Y1Ba2Cu3O6.74,4,76.4445625,51.96497692,164.5,115.8963893,4235.85725,3012.686928,77.2375,108.489011,108.756645,98.3657103,2.25,2.078492936,91
Y1Ba2Cu2.98Fe0.02O6.93,5,72.32465,51.4245686,162.8,114.9156999,4963.4858,2966.758157,65.23,108.8299304,102.805316,96.42414535,2.4,2.078886311,91.8
Y1Ba2Cu2.95Fe0.05O6.92,5,72.32465,51.43410588,162.8,114.9930341,4963.4858,2966.531632,65.23,108.5654025,102.805316,95.75340043,2.4,2.08126935,91.8
Y1Ba2Cu2.9Fe0.1O6.92,5,72.32465,51.40430325,162.8,115.0356037,4963.4858,2962.328845,65.23,108.1679567,102.805316,94.51114037,2.4,2.085139319,76
Y1Ba2Cu2.8Fe0.2O6.93,5,72.32465,51.3173621,162.8,115.0688322,4963.4858,2951.639828,65.23,107.400232,102.805316,91.95546786,2.4,2.092807425,49
Y1Ba2Cu2.6Fe0.4O7,5,72.32465,51.00871154,162.8,114.8769231,4963.4858,2919.046385,65.23,106.0092308,102.805316,86.52200462,2.4,2.107692308,31
Y1Ba2Cu2.95Al0.05O6.93,5,66.55195772,51.29508654,155.2,114.7942769,3928.6858,2944.230701,70.59,108.6952823,134.005316,96.28261403,2.4,2.081206497,91
Y1Ba2Cu2.9Al0.1O6.93,5,66.55195772,51.15369264,155.2,114.6898685,3928.6858,2920.023432,70.59,108.4017788,134.005316,95.64456299,2.4,2.085073473,92
Y1Ba2Cu2.8Al0.2O6.91,5,66.55195772,50.92492732,155.2,114.5840434,3928.6858,2876.055336,70.59,107.761038,134.005316,94.51461408,2.4,2.092951201,85
Y1Ba2Cu2.7Al0.3O6.99,5,66.55195772,50.42835393,155.2,113.9661278,3928.6858,2810.160794,70.59,107.3906851,134.005316,92.66249378,2.4,2.100076982,73
Y1Ba2Cu2.6Al0.4O7,5,66.55195772,50.12060503,155.2,113.7076923,3928.6858,2759.846385,70.59,106.8338462,134.005316,91.32200462,2.4,2.107692308,42
Y1Ba2Cu2.9Ni0.1O6.87,5,72.89433,51.56398353,161.4,115.2416472,5170.2858,2981.866141,84.49,108.7828283,105.205316,94.97145335,2.2,2.077700078,55
Y1Ba2Cu2.8Ni0.2O6.82,5,72.89433,51.66483916,161.4,115.5351014,5170.2858,2993.084694,84.49,108.6014041,105.205316,92.93145676,2.2,2.07800312,45
Y1Ba2Cu2.98Co0.02O6.9,5,72.942289,51.51174061,162,115.0651163,5168.6858,2975.244969,74.83,108.8260465,107.005316,96.68088388,2.6,2.080620155,93.4
Y1Ba2Cu2.95Co0.05O6.92,5,72.942289,51.4460571,162,114.9775542,5168.6858,2970.50222,74.83,108.751161,107.005316,95.83466978,2.6,2.085139319,94.3
Y1Ba2Cu2.9Co0.1O6.82,5,72.942289,51.70456143,162,115.5273011,5168.6858,2993.427908,74.83,108.274571,107.005316,95.41195598,2.6,2.093603744,73
Y1Ba2Cu2.8Co0.2O6.83,5,72.942289,51.64077872,162,115.5292284,5168.6858,2990.628221,74.83,107.8749026,107.005316,92.99934072,2.6,2.109119252,53
Y1Ba2Cu2.7Co0.3O6.88,5,72.942289,51.46660563,162,115.3214286,5168.6858,2978.558348,74.83,107.5846273,107.005316,90.30922907,2.6,2.124223602,22
Y1Ba2Cu2.7Ni0.3O6.97,5,72.89433,51.21494896,161.4,114.7848882,5170.2858,2958.084821,84.49,108.9441018,105.205316,89.47457692,2.2,2.077101002,40
Y1Ba2Cu2.9Zn0.1O6.81,5,74.23165,51.78276066,160,115.5019516,4816.6858,2982.024316,62.09,107.7505855,111.005316,95.64254565,2.2,2.078064012,55
Y1Ba2Cu2.8Zn0.2O6.79,5,74.23165,51.8530552,160,115.58405,4816.6858,2972.455271,62.09,106.7705238,111.005316,93.60285209,2.2,2.078186083,45
Y1Ba2Cu2.7Zn0.3O6.74,5,74.23165,52.00816374,160,115.8257457,4816.6858,2969.829785,62.09,105.7009419,111.005316,91.7723037,2.2,2.078492936,45
Y1Ba2Cu3O6.85,4,76.4445625,51.65710039,164.5,115.3151751,4235.85725,2986.909623,77.2375,108.7801556,108.756645,97.52389673,2.25,2.077821012,92
Gd1Ba2Cu3O,4,93.5306,91.2202,169.75,174.5714286,5093.10725,5971.775571,82.3375,83.51428571,107.256645,178.1466543,2.25,2.142857143,96.4
Gd1Ba1.8Sr0.2Cu3O,5,92.34848,89.8,179.6,173.6,4600.4858,5946.632714,67.176,83.25942857,92.805316,178.6323686,2.2,2.142857143,94.7
Gd1Ba1.6Sr0.4Cu3O,5,92.34848,88.3798,179.6,172.6285714,4600.4858,5921.489857,67.176,83.00457143,92.805316,179.1180829,2.2,2.142857143,92.4
Gd1Ba1.4Sr0.6Cu3O,5,92.34848,86.9596,179.6,171.6571429,4600.4858,5896.347,67.176,82.74971429,92.805316,179.6037971,2.2,2.142857143,89.4
Gd1Ba1.2Sr0.8Cu3O,5,92.34848,85.5394,179.6,170.6857143,4600.4858,5871.204143,67.176,82.49485714,92.805316,180.0895114,2.2,2.142857143,90.7
Gd1Ba1Sr1Cu3O,5,92.34848,84.1192,179.6,169.7142857,4600.4858,5846.061286,67.176,82.24,92.805316,180.5752257,2.2,2.142857143,88.6
La2.89Na0.11Cu1O4,4,60.36015982,66.43866037,144.5,115.18125,4018.85725,3354.267,91.55,104.866,138.256645,56.63454,2,2.3475,16
La2.89Na0.41Cu1O4,4,60.36015982,64.86821852,144.5,117.8855422,4018.85725,3268.016386,91.55,103.0383133,138.256645,59.6477494,2,2.298795181,18
Bi1Ca1Sr1Cu2O,5,83.24476,79.96163333,149.8,149,4584.2858,5313.5715,73.1,80.9,128.605316,173.8377633,2.6,2.5,75
Bi1Ca1Sr1Cu2O,5,83.24476,79.96163333,149.8,149,4584.2858,5313.5715,73.1,80.9,128.605316,173.8377633,2.6,2.5,70
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,91.3
Ho1Ba2Cu3O7,4,95.45068,57.09370154,168,115.6153846,5316.60725,3285.000231,82.3375,110.7384615,108.506645,96.32200462,2.25,2.076923077,92.1
Sm1Ba2Cu3O7,4,91.8081,55.97290769,171,116.5384615,4956.10725,3174.077154,82.3375,110.7384615,107.756645,96.09123538,2.25,2.076923077,92.6
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,88.1
Eu1Ba2Cu3O,4,92.2091,90.46505714,169.25,174.2857143,4428.85725,5592.204143,82.3375,83.51428571,108.006645,178.5752257,2.25,2.142857143,94
Y1Ba2Cu3O6.8,4,76.4445625,51.79638828,164.5,115.578125,4235.85725,2998.571656,77.2375,108.6484375,108.756645,97.90474563,2.25,2.078125,79
Nd1Ba2Cu3O,4,90.2786,89.36191429,163,170.7142857,4870.35725,5844.489857,82.3375,83.51428571,108.756645,179.0037971,2.25,2.142857143,82.5
Bi1Sr1Ca1Cu2O,5,83.24476,79.96163333,149.8,149,4584.2858,5313.5715,73.1,80.9,128.605316,173.8377633,2.6,2.5,105
La1.8Sr0.2Cu1O4,4,76.5177175,56.44249229,151.75,104.5428571,4434.35725,2936.359429,79.6075,111.4722857,112.006645,61.50090286,2.25,2.257142857,35.7
Y1.2Ba0.8Cu1O4,4,76.4445625,49.15603143,164.5,113.4,4235.85725,2448.588,77.2375,105.6542857,108.756645,62.12947429,2.25,2.171428571,75
Gd1Ba2Cu2.82Fe0.18O9,5,85.99348,51.010028,167,107.1986667,5649.2858,2774.558733,69.31,113.7409333,101.605316,79.29728133,2.4,2.078666667,42
Y1.2Ba0.8Cu1O4,4,76.4445625,49.15603143,164.5,113.4,4235.85725,2448.588,77.2375,105.6542857,108.756645,62.12947429,2.25,2.171428571,94.5
Er1Ba2Cu3O7,4,96.03285,57.27283077,168,115.6153846,5384.35725,3305.846385,82.3375,110.7384615,108.256645,96.24508154,2.25,2.076923077,90
Er0.75Yb0.25Ba2Cu3O7,5,111.43708,57.38427308,178.8,115.5384615,5621.4858,3257.846385,76.17,110.7384615,94.405316,96.70662,2.4,2.076923077,87.6
Er0.62Yb0.38Ba2Cu3O7,5,111.43708,57.44222308,178.8,115.4984615,5621.4858,3232.886385,76.17,110.7384615,94.405316,96.94662,2.4,2.076923077,88.3
Er0.5Yb0.5Ba2Cu3O7,5,111.43708,57.49571538,178.8,115.4615385,5621.4858,3209.846385,76.17,110.7384615,94.405316,97.16815846,2.4,2.076923077,89.3
Er0.37Yb0.63Ba2Cu3O7,5,111.43708,57.55366538,178.8,115.4215385,5621.4858,3184.886385,76.17,110.7384615,94.405316,97.40815846,2.4,2.076923077,87.8
Er0.25Yb0.75Ba2Cu3O7,5,111.43708,57.60715769,178.8,115.3846154,5621.4858,3161.846385,76.17,110.7384615,94.405316,97.62969692,2.4,2.076923077,86.3
Yb1Ba2Cu3O7,4,97.4816,57.7186,167,115.3076923,4760.35725,3113.846385,82.3375,110.7384615,114.256645,98.09123538,2.25,2.076923077,88.5
Y1Ba2Cu2.9Fe0.1O,5,72.32465,81.34673571,162.8,171.7285714,4963.4858,5466.404143,65.23,79.13285714,102.805316,174.4180829,2.4,2.157142857,90
Y1Ba2Cu2.8Fe0.2O,5,72.32465,81.23672143,162.8,171.8857143,4963.4858,5450.889857,65.23,77.66571429,102.805316,169.8323686,2.4,2.171428571,66
Y1Ba2Cu2.7Fe0.3O,5,72.32465,81.12670714,162.8,172.0428571,4963.4858,5435.375571,65.23,76.19857143,102.805316,165.2466543,2.4,2.185714286,44
Y1Ba2Cu2.6Fe0.4O,5,72.32465,81.01669286,162.8,172.2,4963.4858,5419.861286,65.23,74.73142857,102.805316,160.66094,2.4,2.2,22
Y1Ba2Cu2.9Ni0.1O,5,72.89433,81.38742714,161.4,171.6285714,5170.2858,5481.175571,84.49,80.50857143,105.205316,174.5895114,2.2,2.142857143,80
Y1Ba2Cu2.8Ni0.2O,5,72.89433,81.31810429,161.4,171.6857143,5170.2858,5480.432714,84.49,80.41714286,105.205316,170.1752257,2.2,2.142857143,73
Y1Ba2Cu2.9Co0.1O,5,72.942289,81.39085279,162,171.6714286,5168.6858,5481.061286,74.83,79.81857143,107.005316,174.7180829,2.6,2.171428571,88
Y1Ba2Cu2.7Co0.3O,5,72.942289,81.25905836,162,171.8714286,5168.6858,5479.347,74.83,78.25571429,107.005316,166.1466543,2.6,2.228571429,50
Y1Ba2Cu2.6Co0.4O,5,72.942289,81.19316114,162,171.9714286,5168.6858,5478.489857,74.83,77.47428571,107.005316,161.86094,2.6,2.257142857,15
Y1Ba2Cu2.9Zn0.1O,5,74.23165,81.48295,160,171.5285714,4816.6858,5455.918429,62.09,78.90857143,111.005316,175.0037971,2.2,2.142857143,58
Y1Ba2Cu2.8Zn0.2O,5,74.23165,81.50915,160,171.4857143,4816.6858,5429.918429,62.09,77.21714286,111.005316,171.0037971,2.2,2.142857143,50
Dy1Ba2Cu3O,4,94.8431,91.9702,168.5,173.8571429,5255.60725,6064.632714,82.3375,83.51428571,107.256645,178.1466543,2.25,2.142857143,91.2
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,90.8
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,91.5
La1.85Sr0.15Cu1O4,4,76.5177175,56.80881707,151.75,104.3714286,4434.35725,2961.473714,79.6075,111.7792143,112.006645,61.34376,2.25,2.264285714,40
Y1Ba2Cu2.94Ga0.06O7,5,75.10025,51.27417462,158.8,114.4969231,4569.4858,2938.357154,67.87,108.7561538,92.805316,94.68662,2.4,2.081538462,87
Y1Ba2Cu2.85Ga0.15O7,5,75.10025,51.31693846,158.8,114.4346154,4569.4858,2917.200231,67.87,108.1365385,92.805316,92.11815846,2.4,2.088461538,75
Y1Ba2Cu2.7Ga0.3O7,5,75.10025,51.38821154,158.8,114.3307692,4569.4858,2881.938692,67.87,107.1038462,92.805316,87.83738923,2.4,2.1,66
Y1Ba2Cu3O6.98,4,76.4445625,51.29997396,164.5,114.6409861,4235.85725,2957.008815,77.2375,109.1178737,108.756645,96.54742129,2.25,2.077041602,92
Y1Ba2Cu2.88Fe0.12O7,5,72.32465,51.17457923,162.8,114.64,4963.4858,2942.437154,65.23,108.2212308,102.805316,93.43585077,2.4,2.086153846,70
Gd1Ba2Cu3O7,4,93.5306,56.50290769,169.75,116.1538462,5093.10725,3216.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,94.7
Eu1Ba2Cu3O7,4,92.2091,56.09629231,169.25,116,4428.85725,3011.846385,82.3375,110.7384615,108.006645,96.16815846,2.25,2.076923077,94.5
Nd1Ba2Cu3O,4,90.2786,89.36191429,163,170.7142857,4870.35725,5844.489857,82.3375,83.51428571,108.756645,179.0037971,2.25,2.142857143,90
Nd1.2Ba1.8Cu3O,4,90.2786,89.55948571,163,169.3714286,4870.35725,5944.489857,82.3375,84.54428571,108.756645,178.9752257,2.25,2.171428571,60
Nd1.08Ba1.92Cu3O,4,90.2786,89.44094286,163,170.1771429,4870.35725,5884.489857,82.3375,83.92628571,108.756645,178.9923686,2.25,2.154285714,86
Nd1.32Ba1.68Cu3O,4,90.2786,89.67802857,163,168.5657143,4870.35725,6004.489857,82.3375,85.16228571,108.756645,178.9580829,2.25,2.188571429,20
Y1Ba2Cu2.97Mo0.03O,5,80.34765,81.59566714,169.6,171.7642857,5444.6858,5487.575571,76.47,80.40071429,114.805316,177.8852257,3,2.16,76
Y1Ba2Cu2.94Mo0.06O,5,80.34765,81.73458429,169.6,171.9571429,5444.6858,5493.232714,76.47,80.20142857,114.805316,176.7666543,3,2.177142857,63
Y1Ba2Cu2.895Mo0.105O,5,80.34765,81.94296,169.6,172.2464286,5444.6858,5501.718429,76.47,79.9025,114.805316,175.0887971,3,2.202857143,52.5
Y1Ba2Cu2.85Mo0.15O,5,80.34765,82.15133571,169.6,172.5357143,5444.6858,5510.204143,76.47,79.60357143,114.805316,173.41094,3,2.228571429,50
Y1Ba2Cu2.97Zn0.03O,5,74.23165,81.46461,160,171.5585714,4816.6858,5474.118429,62.09,80.09257143,111.005316,177.8037971,2.2,2.142857143,79
Y1Ba2Cu2.94Zn0.06O,5,74.23165,81.47247,160,171.5457143,4816.6858,5466.318429,62.09,79.58514286,111.005316,176.6037971,2.2,2.142857143,62
Y1Ba2Cu2.895Zn0.105O,5,74.23165,81.48426,160,171.5264286,4816.6858,5454.618429,62.09,78.824,111.005316,174.8037971,2.2,2.142857143,52
Y1Ba2Cu2.85Zn0.15O,5,74.23165,81.49605,160,171.5071429,4816.6858,5442.918429,62.09,78.06285714,111.005316,173.0037971,2.2,2.142857143,38
Y1Ba2Cu2.97Al0.03O,5,66.55195772,81.30004517,155.2,171.4557143,3928.6858,5455.089857,70.59,80.27471429,134.005316,178.2966543,2.4,2.147142857,81
Y1Ba2Cu2.94Al0.06O,5,66.55195772,81.14334033,155.2,171.34,3928.6858,5428.261286,70.59,79.94942857,134.005316,177.5895114,2.4,2.151428571,58
Y1Ba2Cu2.885Al0.105O,5,66.55195772,80.93312182,155.2,171.2038627,3928.6858,5382.908298,70.59,79.40364807,134.005316,176.2090959,2.4,2.158082976,42
Y1Ba2Cu2.85Al0.15O,5,66.55195772,80.67322583,155.2,170.9928571,3928.6858,5347.775571,70.59,78.97357143,134.005316,175.4680829,2.4,2.164285714,33
Y1Ba1.95La0.05Cu3O,5,88.936744,81.46802479,170.6,171.1571429,4617.8858,5500.747,71.69,80.84321429,89.605316,178.9680829,2.4,2.15,91
Y1Ba1.85La0.15Cu3O,5,88.936744,81.49057436,170.6,170.3285714,4617.8858,5538.404143,71.69,81.32964286,89.605316,178.8966543,2.4,2.164285714,88
Y1Ba1.75La0.25Cu3O,5,88.936744,81.51312393,170.6,169.5,4617.8858,5576.061286,71.69,81.81607143,89.605316,178.8252257,2.4,2.178571429,76
Y1Ba1.65La0.35Cu3O,5,88.936744,81.5356735,170.6,168.6714286,4617.8858,5613.718429,71.69,82.3025,89.605316,178.7537971,2.4,2.192857143,64
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,92.5
Nd1Ba2Cu3O7,4,90.2786,55.50229231,163,114.0769231,4870.35725,3147.692538,82.3375,110.7384615,108.756645,96.39892769,2.25,2.076923077,67
Sm1Ba2Cu3O7,4,91.8081,55.97290769,171,116.5384615,4956.10725,3174.077154,82.3375,110.7384615,107.756645,96.09123538,2.25,2.076923077,76
Eu1Ba2Cu3O7,4,92.2091,56.09629231,169.25,116,4428.85725,3011.846385,82.3375,110.7384615,108.006645,96.16815846,2.25,2.076923077,92
Gd1Ba2Cu3O7,4,93.5306,56.50290769,169.75,116.1538462,5093.10725,3216.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,86
Dy1Ba2Cu3O7,4,94.8431,56.90675385,168.5,115.7692308,5255.60725,3266.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,92
Ho1Ba2Cu3O7,4,95.45068,57.09370154,168,115.6153846,5316.60725,3285.000231,82.3375,110.7384615,108.506645,96.32200462,2.25,2.076923077,91
Er1Ba2Cu3O7,4,96.03285,57.27283077,168,115.6153846,5384.35725,3305.846385,82.3375,110.7384615,108.256645,96.24508154,2.25,2.076923077,91
Tm1Ba2Cu3O7,4,96.4516525,57.40169308,167,115.3076923,5447.85725,3325.384846,82.3375,110.7384615,108.756645,96.39892769,2.25,2.076923077,92
Yb1Ba2Cu3O7,4,97.4816,57.7186,167,115.3076923,4760.35725,3113.846385,82.3375,110.7384615,114.256645,98.09123538,2.25,2.076923077,91
Y1Ba2Cu3HO7,5,61.357238,47.65725643,142.2,110.1428571,3388.70378,2741.578064,76.65,106.6785714,87.041416,89.52618286,2,2,90
Y1Ba2Cu3HO7,5,61.357238,47.65725643,142.2,110.1428571,3388.70378,2741.578064,76.65,106.6785714,87.041416,89.52618286,2,2,43.05
Gd1Ba2Cu3O7,4,93.5306,56.50290769,169.75,116.1538462,5093.10725,3216.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,93
Dy1Ba2Cu3O7,4,94.8431,56.90675385,168.5,115.7692308,5255.60725,3266.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,94
Sm1Ba2Cu3O7,4,91.8081,55.97290769,171,116.5384615,4956.10725,3174.077154,82.3375,110.7384615,107.756645,96.09123538,2.25,2.076923077,92
Ho1Ba2Cu3O7,4,95.45068,57.09370154,168,115.6153846,5316.60725,3285.000231,82.3375,110.7384615,108.506645,96.32200462,2.25,2.076923077,93.5
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,93.5
Nd1Ba2Cu3O7,4,90.2786,55.50229231,163,114.0769231,4870.35725,3147.692538,82.3375,110.7384615,108.756645,96.39892769,2.25,2.076923077,88
